Reference;Configuration;Price;Discount;Minimum Price ES;Minimum Price EN;Level 1;Level 2;Collection;Item name;Description;Configuration name;English name;English description;French name;French description;Italian name;Italian description;Portuguese name;Portuguese Description;Image name;assembly instructions;Stock;Date;EAN;Width;Height;depth;Dimension;Minimun Height;maximum height;Price in dollars;;Weight;Volume packaging ;"Sizes of carton No.1; width";"Sizes of carton No.1; height";"Sizes of carton No.1; depth";Packaging weight 1:;"Sizes of carton No.2; width";"Sizes of carton No.2; height";"Sizes of carton No.2; depth";Packaging weight 2:;"Sizes of carton No.3; width";"Sizes of carton No.3; height";"Sizes of carton No.4; depth";Packaging weight 3:;"Sizes of carton No.4; width";"Sizes of carton No.4; height";"Sizes of carton No.4; depth";Packaging weight 4:;Energy class:;IP;Electric class:;Power:;Voltage:;Frecuency:;Lumen:;Dimmable:;regulation;OUTPUT POWER;POWER INTENSITY;Colour temperature:;Average lifespan:;Power factor:;CRI;Lampholder bulb1;Quantity of light bulb1;bulbs included;Power bulb1;Voltage Bulb1;Frecuency Bulb1;Lumen bulb1;Colour temperature Bulb1;Averge lifespan bulb1;Power factor bulb1;CRI bulb1;Lampholder bulb2;Quantity of light bulb2;Power bulb2;Voltage Bulb2;Frecuency Bulb2;Lumen bulb2;Colour temperature Bulb2;Averge lifespan bulb2;Power factor bulb2;CRI bulb2;Material;Finish;Assembling time by customer:;"Sizes of the Shade/glass shade; width";"Sizes of the Shade/glass shade; height";"Sizes of the Shade/glass shade; depth";"Sizes of the Shade/glass shade; diameter";"Sizes of the canopy; width";"Sizes of the canopy; height";"Sizes of the canopy; depth";"Sizes of the canopy; depth";Cable colour;Size of the mirror plate,width:;Size of the mirror plate,high:;Width of the frame;Top thickness;Extendable table?;seat height:;seat width:;seat depth;back width:;back height;Material:;removable cover;adjustable;Only UK plug
508424;;117;0;187;205;1;4;Diamond;SOBREMESA ·DIAMOND·;Lámpara sobremesa de 3 luces realizada en metal acabado cromo. Tulipa compuesta por copens cuadrados de cristal transparente. Incluye difusor superior de cristal opal.;;·DIAMOND· TABLE LAMP;Tablelamp of 3 ligths made of metal chromed finish. Shade composed by square clear crystals. Top diffuser of opal glass included.;LAMPE BASSE ·DIAMOND·;Lampe basse à trois lumières en métal finition chrome. Tulipe composée par des gouttes carrées en verre transparent. Inclut diffuseur supérieur en verre opale.;ABAT-JOUR ·DIAMOND·;Abat-jour a 3 luci in metallo cromato. Paralume a cristalli trasparenti quadrati. Fornito di diffusore superiore di vetro opalescente.;SECRETÁRIA ·DIAMOND·;Para secretária, de 3 luzes realizado em metal acabamento crómio. Tulipa composta por copens quadrados de vidro transparente.;508424.jpg;507818,508424.pdf;13;29/02/2020;8,44E+12;0;40;0;24;0;0;69;0;2,5;0,022;33;21;32;3;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 2;3x42W;110/220 V;50/60 Hz;1.650;;;0;0;0;0;0;0;G9;3;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado y transparente;0;0;0;0;0;0;0;0;0;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
508424UK;;117;0;187;205;1;4;Diamond;SOBREMESA ·DIAMOND· UK;Lámpara sobremesa de 3 luces realizada en metal acabado cromo. Tulipa compuesta por copens cuadrados de cristal transparente. Incluye difusor superior de cristal opal. Clavija tipo G (Inglesa).;;·DIAMOND· TABLE LAMP UK;Tablelamp of 3 ligths made of metal chromed finish. Shade composed by square clear crystals. Top diffuser of opal glass included. Plug type G (UK).;;;;;;;508424UK.jpg;507818UK,508424UK.pdf;41;29/02/2020;8,44E+12;0;40;0;24;0;0;0;0;2,5;0,022;33;21;32;3;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 2;3x42W;110/220 V;50/60 Hz;1.650;;;0;0;0;0;0;0;G9;3;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado y transparente;0;0;0;0;0;0;0;0;0;transparente;0;0;0;0;;0;0;0;0;0;;;;Sí
508516;;117;0;187;205;1;4;Argos;SOBREMESA ·ARGOS· PEQ. Ø28;Lámpara sobremesa de 3 luces realizada en metal acabado cromo. Tulipa de cristal espejado y lágrimas interiores de cristal tipo murano.;;·ARGOS· SMALL TABLE LAMP Ø28;Table lamp, made in metal. Chrome finish. Crystal mirrors shade. Glass inner drops murano style.;LAMPE BASSE ·ARGOS· PET. Ø28;Lampe basse en métal finition chrome. Tulipe en verre sans tain. Larmes intérieures en verre type Murano.;ABAT-JOUR ·ARGO· PICC. Ø28;Abat-jour in metallo cromato. Paralume in vetro a specchio. Gocce interne di cristallo tipo Murano.;SECRETÁRIA ·ARGOS· PEQ. Ø28;Para secretária, realizado em metal acabamento crómio. Tulipa de vidro espelhado e lágrimas interiores de vidro tipo murano.;508516.jpg;50-8516.pdf;36;28/02/2020;8,44E+12;0;42;0;28;0;0;67;0;2,7;0,071;37;52;37;4;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 2;3x42W;110/220 V;50/60 Hz;1.650;;;0;0;0;0;0;0;G9;3;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado. Espejado y tanspte.;5;0;14;0;28;0;0;0;0;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
508516UK;;117;0;187;205;1;4;Argos;SOBREMESA ·ARGOS· PEQ. Ø28 UK;Lámpara sobremesa de 3 luces realizada en metal acabado cromo. Tulipa de cristal espejado y lágrimas interiores de cristal tipo murano. Clavija tipo G (Inglesa).;;·ARGOS· SMALL TABLE LAMP Ø28 UK;Table lamp, made in metal. Chrome finish. Crystal mirrors shade. Glass inner drops murano style. Plug type G (UK).;;;;;;;508516UK.jpg;508516UK.pdf;76;28/02/2020;8,44E+12;0;42;0;28;0;0;0;0;2,7;0,071;37;52;37;4;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 2;3x42W;110/220 V;50/60 Hz;1.650;;;0;0;0;0;0;0;G9;3;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado. Espejado y tanspte.;0;0;14;0;28;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;Sí
508718;;174;0;278;305;1;1;Argos;COLGANTE ARGOS Ø40;Lámpara de 5 luces realizada en metal acabado cromo. Tulipa de cristal espejado y lágrimas interiores de cristal tipo murano.;;·ARGOS· PENDANT Ø40;Pendant made of metal, chrome finish. Shimmered glass shade and crystal drops inside, Murano style.;PENDANTE ARGOS Ø 40;Pendante en métal finition chrome. Tulipe en verre sans tain. Larmes intérieures en verre type Murano.;LAMP. SOSP. ARGO Ø40;Lampada a sospensione in metallo cromato. Paralume in vetro a specchio. Gocce interne di cristallo tipo Murano.;PINGENTE ARGOS Ø 40;Pingente realizado em metal acabamento crómio. Tulipa de vidro espelhado e lágrimas interiores de vidro tipo murano.;508718.jpg;508718.pdf;89;28/02/2020;8,44E+12;0;23;0;40;40;140;105;0;4,2;0,094;51;36;51;7;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;5x42w;110/220 V;50/60 Hz;2.750;;;0;0;0;0;0;0;G9;5;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal.;Cromo. Transparente y espejado;10;0;21;0;40;0;4;0;17;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
508718D;;207;0;331;362;1;1;Argos;COLGANTE ARGOS Ø40 DIMABLE;Lámpara de 5 luces realizada en metal acabado cromo. Tulipa de cristal espejado y lágrimas interiores de cristal tipo murano. DIMABLE. Incluye mando a distancia.;;·ARGOS· PENDANT Ø40. DIMMABLE;Pendant made of metal, chrome finish. Shimmered glass shade and crystal drops inside, Murano style. DIMMABLE. Remote control included.;PENDANTE ARGOS Ø 40. DIMMABLE;Pendante en métal finition chrome. Tulipe en verre sans tain. Larmes intérieures en verre type Murano. DIMMABLE. Télécommande incluse.;LAMP. SOSP. ARGO Ø40 DIMMERABILE;Lampada a sospensione in metallo cromato. Paralume in vetro a specchio. Gocce interne di cristallo tipo Murano. DIMMERABILE. Si fornisce con telecomando.;PINGENTE ARGOS Ø 40. REGULÁVEL;Pingente realizado em metal acabamento crómio. Tulipa de vidro espelhado e lágrimas interiores de vidro tipo murano. REGULÁVEL. Inclui comando à distancia.;508718D.jpg;508718D.pdf;0;22/03/2020;8,44E+12;0;23;0;40;40;140;124;0;4,2;0,094;51;36;51;7;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;5x42W;220 V;50/60 Hz;2.350;SI;CONTROL RE;0;0;0;0;0;0;G9;5;Sí;4.5W;220 V;50 Hz;470;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal.;Cromo. Transparente y espejado;10;0;21;0;40;0;4;0;18;transparente;0;0;0;0;;0;0;0;0;0;;;;No
508931UK;;305;0;488;534;1;5;Diamond;PIE SALON DIAMOND  6L;Lámpara de pie de 6 luces realizada en metal acabado cromo. Tulipa compuesta por copens cuadrados de cristal transparente. Incluye difusor superior de cristal opal. Clavija tipo G (Inglesa).;;·DIAMOND· FLOOR LAMP 6L.;Floor lamp made of metal, chrome finish. Glass shade composed by square clear crystals. Opal glass top diffuser included. Plug type G (UK).;;;;;;;508931UK.jpg;508931UK.pdf;3;;8,44E+12;0;150;0;40;0;0;0;0;11;0,09;48;39;48;15;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 2;6x42W;110/220 V;50/60 Hz;3.300;;;0;0;0;0;0;0;G9;6;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado y transparente;0;0;0;0;0;0;0;0;0;Transparente;0;0;0;0;;0;0;0;0;0;;;;Sí
509010;;66;0;106;116;1;1;Argos;COLGANTE ·ARGOS· CROMO 1L;Lámpara de 1 luz realizada en metal acabado cromo. Tulipa de cristal espejado y lágrimas interiores de cristal tipo Murano.;;·ARGOS· PENDANT, CHROME 1L.;Pendant made of metal, chromed finish. Shimmered glass shade and crystal drops inside, Murano style.;PENDANTE ·ARGOS· CHROME 1L;Pendante en métal finition chrome. Tulipe en verre sans tain. Larmes intérieures en verre type Murano.;LAMP. SOSP. ·ARGO· CROMO 1L.;Lampada a sospensione in metallo cromato. Paralume in vetro a specchio. Gocce interne di cristallo tipo Murano.;PINGENTE ·ARGOS· CRÓMIO 1L;Pingente realizado em metal acabamento crómio. Tulipa de vidro espelhado e lágrimas interiores de vidro tipo murano.;509010.jpg;50-9010.pdf;20;29/02/2020;8,44E+12;0;41;0;22;50;140;38;0;1,37;0,025;30;28;30;2;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;42W;110/220 V;50/60 Hz;550;;;0;0;0;0;0;0;G9;1;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado. Espejado y transpte.;15;0;13;0;22;0;3;0;11;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
509213;;192;0;307;336;1;1;Argos;LAMPARA ·ARGOS· 3L. LINEA;Lámpara realizada en metal acabado cromo. Tulipa de cristal espejado y lágrimas interiores de cristal tipo Murano. 3 G9;;·ARGOS· LAMP 3L. IN LINE;Lamp made of metal, chromed finish. Shimmered glass shade and crystal drops inside, Murano style. 3 G9;LAMPE ·ARGOS· 3L. LINEA;Lampe en métal finition chrome. Tulipe en verre sans tain. Larmes intérieures en verre type Murano. 3 G9;LAMP. SOSP. ·ARGO·3L. IN LINEA;Lampada a sospensione in metallo cromato. Paralume in vetro a specchio. Gocce interne di cristallo tipo Murano. 3 G9;CANDEEIRO ·ARGOS· 3L. LINHA;Candeeiro realizado em metal acabamento crómio. Tulipa de vidro espelhado e lágrimas interiores de vidro tipo murano. 3 G9;509213.jpg;50-9213.pdf;52;02/03/2020;8,44E+12;102;21;22;0;36;140;115;0;2,5;0,08;106;26;29;7;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;3x53W;110/220 V;50/60 Hz;1.650;;;0;0;0;0;0;0;G9;3;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromo. Transparente y espejado;30;0;13;0;22;18;3;12;0;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
509327;;84;0;134;147;1;3;Argos;APLIQUE ·ARGOS· 1L.;Lámpara de pared de 1 luz realizada en metal acabado cromo. Tulipa de cristal espejado. Lágrimas interiores de cristal tipo murano.;;·ARGOS· WALL LAMP 1L.;Wall lamp made of metal, chrome finish. Shimmered glass shade. Crystal drops inside, Murano style.;APPLIQUE ·ARGOS· 1L.;Applique faite en métal finition chrome brillant. Tulipe en verre miroitant. Larmes intérieures en verre type Murano.;APPLIQUE ·ARGOS· 1L;Applique in metallo cromato brillante. Paralume di vetro a specchio. Pendagli interni di cristallo tipo Murano.;APLIQUE ·ARGOS· 1L.;Aplique realizado em metal acabamento crómio brilho. Tulipa de vidro espelhado. Lágrimas interiores de vidro tipo murano.;509327.jpg;509327.pdf;3;28/02/2020;8,44E+12;22;20;27;0;0;0;42;0;1,3;0,024;30;27;30;2;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;53W;110/220 V;50/60 Hz;550;;;0;0;0;0;0;0;G9;1;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado, espejado y transpte.;15;0;14;0;22;11;18;3;0;;0;0;0;0;;0;0;0;0;0;;;;No
514390;;33;0;53;58;1;4;Color Led;SOBREMESA ·COLOR LED· BLANCO;Lámpara sobremesa LED realizada en material acrílico blanco. Brazo flexible con difusor de protección ocular y base con globo de luz multicolor RGB. Pulsador con regulador táctil. 5W LED. 280 lm. 5.000 K.;;·COLOR LED· WHITE TABLE LAMP;LED table lamp made of white acrylic material. Flexible arm with sight protection diffuser and base with RGB multicolor light globe. Tactile touch dimmer. 5W LED. 280 lm. 5.000 K.;LAMPE BASSE·COLOR LED·EN BLANC;Lampe basse LED en matériau acrylique blanc. Bras flexible avec diffuseur de protection oculaire et base avec globe à lumière multicolore RGB. Bouton avec régulateur tactile. 5W LED. 280 lm. 5.000 K.;LAMPADA DA STUDIO · COLOR LED· BIANCO;Lampada  LED da studio in materiale acrilico bianco. Braccio flessibile con diffusore a protezione oculare e base sferica a illuminazione multicolore RGB. Interruttore a regolazione digitale. 5W LED. 280 lm. 5.000 K.;SECRETÁRIA ·COLOR LED· BRANCO;Para secretária, LED realizado em material acrílico branco. Braço flexível com difusor de proteção ocular e base com globo de luz multicolor RGB. Botão com regulador tátil. 5W LED. 280 lm. 5.000 K.;514390.jpg;514390.pdf;121;;8,44E+12;14;52;12;0;30;52;20;0;0,84;0,013;23;31;18;2;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 3;5W;100/240 V;50/60 Hz;280;;;0;0;5.000;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Acrílico;Blanco;0;0;0;0;0;0;0;0;0;Blanco;0;0;0;0;;0;0;0;0;0;;;;No
514390UK;;38;0;61;67;1;4;Color Led;SOBREMESA ·COLOR LED· BLANCO;Lámpara sobremesa LED realizada en material acrílico blanco. Brazo flexible con difusor de protección ocular y base con globo de luz multicolor RGB. Pulsador con regulador táctil. Clavija tipo G (Inglesa). 5W LED. 280 lm. 5.000 K.;;·COLOR LED· WHITE TABLE LAMP;LED table lamp made of white acrylic material. Flexible arm with sight protection diffuser and base with RGB multicolor light globe. Tactile touch dimmer. Plug type G (UK). 5W LED. 280 lm. 5.000 K.;;;;;;;514390UK.jpg;514390UK.pdf;125;;8,44E+12;14;52;12;0;0;0;0;0;0,84;0,013;23;31;18;2;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 3;5W;110/220 V;50/60 Hz;280;;;0;0;5.000;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Acrílico;Blanco;0;0;0;0;0;0;0;0;0;Blanco;0;0;0;0;;0;0;0;0;0;;;;Sí
518394;;117;0;187;205;1;2;Sios;PLAFON ·SIOS·LED 3 AROS BLANCO;Plafón de techo formado por tres óvalos de luz LED, realizado en metal y aluminio, acabado blanco arenado. Difusor de silicona. 36W LED. 1.850 lm. 3.000 K.;;·SIOS· LED CEILING LAMP,3 RINGS,WHITE;Ceiling lamp formed by three LED light ovals, made of metal and aluminium, sanded white finish. Silicone diffuser. 36W LED. 1850 lm. 3000 K.;PLAFON·SIOS·LED 3CERCLES BLANC;Plafonnier formé par trois ovales à lumière LED, réalisé en métal et aluminium, finition blanc sable. Diffuseur en silicone. 36W LED. 1.850 lm. 3.000 K.;PLAF. ·SIOS· LED 3 CERCHI BCA;Plafoniera da soffitto composta da 3 cerchi ovali di luce LED, in metallo e alluminio, in color bianco sabbia. Diffusore di silicone. 36W LED. 1.850 lumen. 3.000K.;TETO·SIOS·LED 3 AROS BRANCO;Candeeiro de teto formado por três óvalos de luz LED, realizado em metal e alumínio, acabamento branco areado. Difusor de silicone. 36W LED. 1 850 lm. 3000 K.;518394.jpg;518394.pdf;6;29/02/2020;8,44E+12;82;9;32;0;0;0;57;0;1,8;0,052;90;14;41;3;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;36W;220/240 V;50/60 Hz;1.850;NO;;0;0;3.000;30.000;1;80;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Acero, aluminio, silicona.;Blanco arenado;0;0;0;0;0;0;5;0;17;;0;0;0;0;;0;0;0;0;0;;;;No
520783;;288;0;461;504;1;1;Mercury II;LAMPARA 6L·MERCURY II· METAL;Lámpara de 6 luces realizada en metal acabado cromo y bolas de cristal. Lágrimas de cristal facetado. Pantalla textil blanca. Incluida funda de terciopelo negro para cadena.;;·MERCURY II· METAL LAMP, 6L.;Lamp of 6 lights made of metal in chrome finish and crystal balls. Faceted crystal drops. White textile shade. Black velvet cover for chain inclued.;LAMPE 6L.MERCURY II.MÉTAL;Lampe en métal, finition chrome brillant et boules en verre. Larmes verre à facettes. Abat-jour textile blanc.;L.SOSP. 6L ·MERCURY II·METALLO;Lampada a sospensione in metallo cromato brillante e sfere di cristallo. Gocce di cristallo sfaccettato. Paralumi in tessuto bianco.;CANDEEIRO 6L·MERCURY II· METAL;Candeeiro de 6 luzes realizado em metal acabamento crómio e bolas de vidro. Lágrimas de vidro facetado. Tela tecido branca Incluindo forro de veludo preto para corrente.;520783.jpg;520783.pdf;13;29/02/2020;8,44E+12;0;60;0;71;80;140;180;0;7,1;0,139;70;51;39;9;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;6x20W;110/220 V;50/60 Hz;1.920;;;0;0;0;0;0;0;E14;6;Sí;4W;110/220 V;50/60 Hz;320;3.000;30.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromo y  transparente;30;0;14;0;16;0;9;0;12;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
520783D;;321;0;514;562;1;1;Mercury II;LAMP.6L·MERCURY II· METAL DIMABLE;Lámpara de 6 luces realizada en metal acabado cromo y bolas de cristal. Lágrimas de cristal facetado. Pantalla textil blanca. Incluida funda de terciopelo negro para cadena. DIMABLE. Incluye mando a distancia.;;·MERCURY II· METAL LAMP, 6L.DIMMABLE.;Lamp of 6 lights made of metal in chrome finish and crystal balls. Faceted crystal drops. White textile shade. Black velvet cover for chain inclued.  DIMABLE. Incluye mando a distancia.;LAMPE 6L.MERCURY II.MÉTAL.DIMMABLE.;Lampe en métal, finition chrome brillant et boules en verre. Larmes verre à facettes. Abat-jour textile blanc. DIMMABLE. Télécommande incluse.;L.SOSP. 6L ·MERCURY II·METALLO.DIMMERABI;Lampada a sospensione in metallo cromato brillante e sfere di cristallo. Gocce di cristallo sfaccettato. Paralumi in tessuto bianco. DIMMERABILE. Comprende il telecomando.;CANDEEIRO 6L·MERCURY II· METAL.REGULÁVEL;Candeeiro de 6 luzes realizado em metal acabamento crómio e bolas de vidro. Lágrimas de vidro facetado. Tela tecido branca Incluindo forro de veludo preto para corrente. REGULÁVEL. Inclui comando à distancia.;520783D.jpg;520783D.pdf;0;22/03/2020;8,44E+12;0;60;0;71;80;140;0;0;7,1;0,128;70;31;59;9;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;6x20W;220 V;50 Hz;3.360;SI;CONTROL RE;0;0;0;0;0;0;E14;6;Sí;7W;220 V;50/60 Hz;560;3.000;30.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromo y  transparente;30;0;14;0;16;0;9;0;12;transparente;0;0;0;0;;0;0;0;0;0;;;;No
527021B2/2;;18;70;9;9;0;0;E27 Ø menor 40cm;PANTALLA TEXTIL Ø19x27;Pantalla textil con diseño a rayas en tonos marrones para E27.;;TEXTILE SHADE Ø19x27;Textile shade with stripe pattern in brown tonalities for E27.;;;;;;;527021b2.jpg;;18;;8,44E+12;19;27;19;19;0;0;0;0;0,2;0,005;22;57;22;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
531973;;84;0;134;147;3;2;Catrina;ACRILICO ·CATRINA· 100x100;·Catrina· Pintura realizada en acrílico, montado sobre bastidor.;;·CATRINA· ACRYLIC, 100x100;·Catrina· Painting in acrylic, set on stretcher.;ACRYLIQUE ·CATRINA· 100x100;·Catrina· Tableau réalisé en acrylique, sur cadre.;ACRILICO ·CATRINA· 100x100;·Catrina· Pittura acrilica su tela nuda.;ACRÍLICO ·CATRINA· 100x100;·Catrina· Pintura realizada em acrílico, montado sobre bastidor.;531973.jpg;;45;20/06/2020;8,44E+12;100;100;3,5;0;0;0;54;0;2,33;0,067;105;106;6;4;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Pintura acrílica sobre lienzo;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
532115;;990;0;1.584;1.733;2;5;Amanda;SILLON ·AMANDA· ACERO BLANCO;Sillón tapizado en piel italiana de color blanco. Estructura de acero inoxidable acabado pulido. Comodidad comprobada.;;·AMANDA· ARMCHAIR, STEEL AND WHITE;Armchair upholstered in white italian leather. Stainless steel frame, polished finish. Proven comfort.;FAUTEUIL ·AMANDA· ACIER BLANC;Fauteuil capitonné en cuir italien de couleur blanche. Structure en acier inoxydable finition poli. Confort garanti.;POLTRONA ·AMANDA· ACC. BIANCO;Poltrona tappezzata in pelle conciata all’italiana, di color bianco. Struttura in acciaio inossidabile levigato. Estremamente comoda.;CADEIRA ·AMANDA· AÇO BRANCO;Poltrona em tecido em pele italiana de cor branca. Estrutura de aço inoxidável acabamento polido. Comodidade comprovada.;532115.jpg;532115.pdf;2;20/03/2020;8,44E+12;85;73;100;0;0;0;600;0;30;0,841;108;82;95;51;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Acero, piel;Acero pulido, blanco;0;0;0;0;0;0;0;0;0;;0;0;0;0;;42;69;58;63;40;;;;No
532906;;177;0;283;310;3;10;Dione;FIGURA ·DIONE· NEGRO PLATA;Torso femenino realizado en fibra de vidrio y decorado con mosaico de espejo quebrado, sobre fondo negro. Detalles acabados en PAN DE PLATA.;;·DIONE· BLACK/SILVER FIGURE;Femenine torso made of fiberglass and decorated with mosaic of broken mirror on black background. Details in SILVER LEAF finish;FIGURE ·DIONE· NOIR ARGENT;Buste femme réalisé en fibre de verre et décoré avec mosaïque de glace brisée, sur fond noir. Détails finition en FEUILLE D’ARGENT.;SCULT. ·DIONE· NERO ARGENT.;Torso femminile in fibra di vetro decorato con mosaico a specchio sminuzzato su fondo nero. Particolari rifiniti in LAMINA D’ARGENTO.;FIGURA ·DIONE· PRETO PRATA;Tronco feminino realizado em fibra de vidro decorado com mosaico de espelho quebrado, sobre fundo preto. Detalhes acabamento em PRATEADO.;532906.jpg;;20;20/06/2020;8,44E+12;36;70;27;0;0;0;73;0;7;0,115;41;80;35;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Crist.,fib./d.vidrio,pan plata;Espejo, fondo negro, plata;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
535190;;99;0;158;173;1;1;Ishara;COLGANTE ·ISHARA· Ø40 NIQUEL;Lámpara de 1 luz realizada en metal martelado acabado níquel y madera envejecida con pátina blanca. Tulipa regulable en altura.;;·ISHARA· PENDANT Ø40, NICKEL;Pendant made of hammered metal, nickel finish and aged wood with white patina. Adjustable in height.;PENDANTE ·ISHARA· Ø40 NICKEL;Pendante en métal martelé finition nickel et bois vieilli avec patine blanche. Tulipe réglable en hauteur.;LAMP. SOSP.·ISHARA· Ø40 NICHEL;Lampada a sospensione in metallo martellato rifinito in nichel e legno patinato in bianco effetto invecchiamento. Paralume regolabile in altezza.;PINGENTE ·ISHARA· Ø40 NÍQUEL;Pingente realizado em metal martelado acabamento níquel e madeira envelhecida com pátina branca. Tulipa regulável em altura.;535190.jpg;;26;20/06/2020;8,44E+12;40;71;40;40;90;165;0;0;1,97;0,07;44;36;44;3;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;60W;110/220 V;50/60 Hz;900;;;0;0;0;0;0;0;E27;1;Sí;10W;110/220 V;50/60 Hz;900;3.000;30.000;1;80;;0;;;;0;0;0;0;0;Metal y madera;Niquel, martelado, patina bca.;0;0;0;0;0;0;7;0;10;Blanco;0;0;0;0;;0;0;0;0;0;;;;No
539764;;144;0;230;252;3;2;Nude;LIENZO IMPRESO ·NUDE· 110x140;Lienzo impreso de desnudo femenino de espalda, decorada con motivos geométricos. Marco acabado en negro satinado.;;PRINTED CANVAS - NUDE-110X140;Printed canvas of female nude, decorated with geometrical motives. Frame finished in satin black.;TOILE IMPRIMÉE ·NUDE· 110x140;Toile imprimée de nu féminin de dos, décorée avec des motifs géométriques. Cadre finition en noir satiné.;STAMPA SU TELA ·NUDE· 110x140;Stampa su tela di nudo femminile di schiena, decorato con motivi geometrici. Cornice rifinita in color nero satinato.;TELA IMPRESSA ·NUDE· 110x140;Tela impressa de nu feminino de costas, decorada com motivos geométricos. Moldura com acabamento a preto acetinado.;539764.jpg;;27;20/06/2020;8,44E+12;110;140;3,5;0;0;0;0;0;3,9;0,181;116;156;10;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Impresión s/lienzo, madera;Negro;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
540;;0;0;0;0;0;0;Artículos de Decoración;VINILO PUBLI ·266284·  100X235;Vinilo adhesivo publicitario de la lámpara NARISA cromada (266284);;·266284· VINYL ADVERTISEMENT 100x235;Sticker vinyl advertisement of chromed NARISA lamp (266284);;;;;;;540.jpg;;0;;8,44E+12;100;235;0;0;0;0;0;0;0,88;0,008;8;120;8;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Vinilo adhesivo;Impresión digital;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
